ID;Typ;Datum;Betrag;Hauptkategorie;Unterkategorie;Beschreibung;Haendler;Zahlungsart;Quelle
excel-Sept_22-L6;Ausgabe;2022-09-01;26,99;Wohnen;Mobilfunk / Telefon (historisch);Excel-Historie · Handy und Telefon · fixer/monatlicher Eintrag;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-N15;Ausgabe;2022-09-01;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-C16;Ausgabe;2022-09-02;1,95;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-H16;Ausgabe;2022-09-02;10,0;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-I16;Ausgabe;2022-09-02;262,74;Wohnen;Miete / Strom (historisch);Excel-Historie · Miete+Strom;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-C17;Ausgabe;2022-09-03;18,11;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-J18;Ausgabe;2022-09-04;13,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-N18;Ausgabe;2022-09-04;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-C19;Ausgabe;2022-09-05;25,1;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-C20;Ausgabe;2022-09-06;24,9;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-C21;Ausgabe;2022-09-07;12,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-J21;Ausgabe;2022-09-07;10,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-N21;Ausgabe;2022-09-07;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-C22;Ausgabe;2022-09-08;10,8;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-H22;Ausgabe;2022-09-08;4,0;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-J22;Ausgabe;2022-09-08;25,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-C23;Ausgabe;2022-09-09;29,09;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-J23;Ausgabe;2022-09-09;10,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-N23;Ausgabe;2022-09-09;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-C24;Ausgabe;2022-09-10;30,3;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-H24;Ausgabe;2022-09-10;34,4;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-C25;Ausgabe;2022-09-11;13,84;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-D25;Ausgabe;2022-09-11;219,0;Einrichtung;Einrichtung / Baumarkt / Elektronik (historisch);Excel-Historie · Einrichtungs- gegenstände + Elektronik;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-H25;Ausgabe;2022-09-11;4,0;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-J25;Ausgabe;2022-09-11;10,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-N25;Ausgabe;2022-09-11;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-C26;Ausgabe;2022-09-12;12,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-J26;Ausgabe;2022-09-12;85,83;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-C27;Ausgabe;2022-09-13;13,48;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-C28;Ausgabe;2022-09-14;7,22;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-H28;Ausgabe;2022-09-14;36,0;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-J28;Ausgabe;2022-09-14;18,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-N28;Ausgabe;2022-09-14;5,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-C29;Ausgabe;2022-09-15;18,1;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-C30;Ausgabe;2022-09-16;16,19;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-C31;Ausgabe;2022-09-17;3,3;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-D31;Ausgabe;2022-09-17;31,99;Einrichtung;Einrichtung / Baumarkt / Elektronik (historisch);Excel-Historie · Einrichtungs- gegenstände + Elektronik;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-J31;Ausgabe;2022-09-17;38,7;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-J32;Ausgabe;2022-09-18;4,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-J33;Ausgabe;2022-09-19;16,33;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-J34;Ausgabe;2022-09-20;24,08;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-J35;Ausgabe;2022-09-21;20,39;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-J36;Ausgabe;2022-09-22;15,27;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-D37;Ausgabe;2022-09-23;135,0;Einrichtung;Einrichtung / Baumarkt / Elektronik (historisch);Excel-Historie · Einrichtungs- gegenstände + Elektronik;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-J37;Ausgabe;2022-09-23;3,3;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-J38;Ausgabe;2022-09-24;13,6;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-J39;Ausgabe;2022-09-25;2196,1;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-C40;Ausgabe;2022-09-26;44,43;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-D40;Ausgabe;2022-09-26;6,75;Einrichtung;Einrichtung / Baumarkt / Elektronik (historisch);Excel-Historie · Einrichtungs- gegenstände + Elektronik;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-H40;Ausgabe;2022-09-26;0,4;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-M40;Ausgabe;2022-09-26;2,65;Mobilität;ÖPNV / Bahn (historisch);Excel-Historie · Nah-/Fernverkehr (DB / VVS);Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-H41;Ausgabe;2022-09-27;30,0;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-J41;Ausgabe;2022-09-27;10,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-M41;Ausgabe;2022-09-27;5,33;Mobilität;ÖPNV / Bahn (historisch);Excel-Historie · Nah-/Fernverkehr (DB / VVS);Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-N41;Ausgabe;2022-09-27;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-C42;Ausgabe;2022-09-28;41,78;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-H42;Ausgabe;2022-09-28;6,85;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-M42;Ausgabe;2022-09-28;8,54;Mobilität;ÖPNV / Bahn (historisch);Excel-Historie · Nah-/Fernverkehr (DB / VVS);Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-J43;Ausgabe;2022-09-29;16,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-K43;Ausgabe;2022-09-29;31,2;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Gesundheit, Arzt und Medikamente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-N43;Ausgabe;2022-09-29;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-C44;Ausgabe;2022-09-30;22,18;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-H44;Ausgabe;2022-09-30;8,49;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-J44;Ausgabe;2022-09-30;20,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-K44;Ausgabe;2022-09-30;5,0;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Gesundheit, Arzt und Medikamente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Sept_22-M44;Ausgabe;2022-09-30;32,0;Mobilität;ÖPNV / Bahn (historisch);Excel-Historie · Nah-/Fernverkehr (DB / VVS);Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-Einkommen;Einnahme;2022-10-01;4493,55;Einnahmen;Einkommen / Gehalt;Einkommen netto · Excel-Historie;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-G5;Ausgabe;2022-10-01;666,95;Versicherungen / Altersvorsorge / Finanzen;Versicherungen / Rente / Bank (historisch);Excel-Historie · Versicherungen + Rente + Bank · fixer/monatlicher Eintrag;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-G6;Ausgabe;2022-10-01;2,9;Versicherungen / Altersvorsorge / Finanzen;Versicherungen / Rente / Bank (historisch);Excel-Historie · Versicherungen + Rente + Bank · fixer/monatlicher Eintrag;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-G7;Ausgabe;2022-10-01;2,49;Versicherungen / Altersvorsorge / Finanzen;Versicherungen / Rente / Bank (historisch);Excel-Historie · Versicherungen + Rente + Bank · fixer/monatlicher Eintrag;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-G8;Ausgabe;2022-10-01;250,0;Versicherungen / Altersvorsorge / Finanzen;Versicherungen / Rente / Bank (historisch);Excel-Historie · Versicherungen + Rente + Bank · fixer/monatlicher Eintrag;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-H5;Ausgabe;2022-10-01;9,99;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke · fixer/monatlicher Eintrag;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-H6;Ausgabe;2022-10-01;6,5;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke · fixer/monatlicher Eintrag;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-H7;Ausgabe;2022-10-01;39,99;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke · fixer/monatlicher Eintrag;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-H8;Ausgabe;2022-10-01;20,0;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke · fixer/monatlicher Eintrag;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-H9;Ausgabe;2022-10-01;2,99;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke · fixer/monatlicher Eintrag;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-I5;Ausgabe;2022-10-01;585,0;Wohnen;Miete / Strom (historisch);Excel-Historie · Miete+Strom · fixer/monatlicher Eintrag;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-I6;Ausgabe;2022-10-01;59,0;Wohnen;Miete / Strom (historisch);Excel-Historie · Miete+Strom · fixer/monatlicher Eintrag;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-J10;Ausgabe;2022-10-01;41,2;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-K5;Ausgabe;2022-10-01;39,0;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Gesundheit, Arzt und Medikamente · fixer/monatlicher Eintrag;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-L6;Ausgabe;2022-10-01;26,99;Wohnen;Mobilfunk / Telefon (historisch);Excel-Historie · Handy und Telefon · fixer/monatlicher Eintrag;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-M10;Ausgabe;2022-10-01;17,9;Mobilität;ÖPNV / Bahn (historisch);Excel-Historie · Nah-/Fernverkehr (DB / VVS);Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-C11;Ausgabe;2022-10-02;6,4;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-H11;Ausgabe;2022-10-02;89,9;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-M11;Ausgabe;2022-10-02;28,4;Mobilität;ÖPNV / Bahn (historisch);Excel-Historie · Nah-/Fernverkehr (DB / VVS);Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-J12;Ausgabe;2022-10-03;8,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-N12;Ausgabe;2022-10-03;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-C13;Ausgabe;2022-10-04;42,78;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-C14;Ausgabe;2022-10-05;56,4;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-K14;Ausgabe;2022-10-05;17,52;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Gesundheit, Arzt und Medikamente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-C16;Ausgabe;2022-10-07;39,57;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-H16;Ausgabe;2022-10-07;40,0;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-C17;Ausgabe;2022-10-08;67,17;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-K17;Ausgabe;2022-10-08;96,6;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Gesundheit, Arzt und Medikamente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-J18;Ausgabe;2022-10-09;8,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-K18;Ausgabe;2022-10-09;11,45;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Gesundheit, Arzt und Medikamente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-N18;Ausgabe;2022-10-09;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-C19;Ausgabe;2022-10-10;21,65;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-K19;Ausgabe;2022-10-10;149,0;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Gesundheit, Arzt und Medikamente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-C20;Ausgabe;2022-10-11;24,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-J20;Ausgabe;2022-10-11;12,31;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-N20;Ausgabe;2022-10-11;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-C21;Ausgabe;2022-10-12;11,05;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-C22;Ausgabe;2022-10-13;11,7;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-C23;Ausgabe;2022-10-14;48,36;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-J23;Ausgabe;2022-10-14;112,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-K23;Ausgabe;2022-10-14;10,0;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Gesundheit, Arzt und Medikamente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-N23;Ausgabe;2022-10-14;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Okt_22-C24;Ausgabe;2022-10-15;32,17;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
